PUBCHEM_CID,cyp2c19_action,cyp2c19_warning,cyp2c19_conclusion,cyp2c19_score,cyp2d6_action,cyp2d6_warning,cyp2d6_conclusion,cyp2d6_score,cyp3a4_action,cyp3a4_warning,cyp3a4_conclusion,cyp3a4_score,cyp1a2_action,cyp1a2_warning,cyp1a2_conclusion,cyp1a2_score,cyp2c9_action,cyp2c9_warning,cyp2c9_conclusion,cyp2c9_score,Cano_Smile,XlogP
3233855,1,0,Active,44,1,0,Active,45,1,0,Active,86,1,0,Active,89,0,0,Inactive,0,Cc1ccccc1-c1nccc(NCc2cccs2)n1,3.8
3233857,1,0,Active,42,1,0,Active,92,1,0,Active,42,1,0,Active,88,0,0,Inactive,0,COc1ccccc1CNc1nc(-c2ccccc2OC)nc2ccccc12,5
3233858,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cc1noc(C)c1C(=O)N1CCC2(CCCN(Cc3ccc(C#N)cc3)C2)CC1,3
3233869,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cc1noc(C)c1C(=O)N1CCC2(CC1)CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C2,4.3
3233870,1,0,Active,45,1,0,Active,40,1,0,Active,41,1,0,Active,45,1,0,Active,40,COc1cccc(Cn2c(=O)cnc3cnc(N4CCOCC4)nc32)c1,1.1
3233871,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cc1noc(C)c1C(=O)N1CCC2(CC1)CN(c1ccccn1)C2,2.1
3233872,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)NC(=O)N1CCC2(CCCN(C(=O)c3ccco3)C2)C1,1.6
3233874,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,43,0,0,Inactive,0,COc1ccc(-n2c(=O)c(-c3cccs3)nc3cnc(N4CCNCC4)nc32)cc1,2.5
3233876,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,62,1,0,Active,92,0,0,Inactive,0,Cc1noc(C)c1-c1nc(N2CCOCC2)c2ccccc2n1,2.5
3233877,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)NC(=O)N1CC2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,1.6
3233879,1,0,Active,84,1,0,Active,63,1,0,Active,43,1,0,Active,88,1,0,Active,49,COc1cccc(-c2ccc3ncnc(NCc4ccccc4)c3c2)c1,4.9
3233883,1,0,Active,41,1,0,Active,41,1,0,Active,86,1,0,Active,85,0,0,Inactive,0,Cc1cnc(CNc2nc(-c3ccc4c(c3)OCO4)nc3ccccc23)cn1,3.1
3233884,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)NC(=O)N1CCC2(CC1)CCN(C(=O)c1csnn1)CC2,1.5
3233886,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=c1c(-c2ccc(F)cc2)nc2cnc(N3CCOCC3)nc2n1C1CC1,1.9
3233888,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COCC(=O)N1CCC2(CC1)CCN(C(=O)Nc1ccc(OC)cc1)CC2,1.6
3233889,1,0,Active,97,1,0,Active,42,1,0,Active,88,1,0,Active,43,1,0,Active,48,FC(F)(F)c1ccccc1-c1cncnc1NCCc1cnc[nH]1,3.2
3233892,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC(=O)N1CCCC2(CCN(c3ncccn3)C2)C1,1.3
3233893,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,87,1,0,Active,89,0,0,Inactive,0,c1cncc(-c2nc(-n3ccnc3)c3ccccc3n2)c1,2.2
3233897,1,0,Active,85,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,O=C(c1csnn1)N1CCC2(CC1)CN(c1ccncc1)C2,1.4
3233902,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CC1)CN(c1ccncc1)C2,4.3
3233905,1,0,Active,41,1,0,Active,40,1,0,Active,86,1,0,Active,92,0,0,Inactive,0,COc1ccccc1-c1nccc(-n2ccnc2)n1,1.9
3233911,0,0,Inactive,0,1,0,Active,85,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COc1ccccc1CN1CC2(CCN(C(=O)c3cccc(F)c3)CC2)C1,3.4
3233915,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,FC(F)(F)c1ccccc1-c1nc(N2CCNCC2)c2ccccc2n1,3.9
3233920,0,0,Inactive,0,1,0,Active,64,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1cccc(F)c1)CC2,4.1
3233921,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncn1,2.5
3233922,1,0,Active,89,1,0,Active,42,1,0,Active,84,1,0,Active,90,1,0,Active,49,COc1cccc(-c2nccc(NCCc3c[nH]c4ccc(OC)cc34)n2)c1,4.2
3233923,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,84,0,0,Inactive,0,CN(C)c1ncc2ncc(=O)n(C3CC3)c2n1,0.5
3233928,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,CCNc1ncc2nc(C)c(=O)n(CCOC)c2n1,0
3233931,1,0,Active,84,1,0,Active,40,1,0,Active,43,1,0,Active,89,0,0,Inactive,0,COc1ccccc1CNc1ccnc(-c2cccc(C#N)c2)n1,3.4
3233933,0,0,Inactive,0,1,0,Active,41,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,N#Cc1ccc(CN2CCC3(CCCN(C(=O)c4ccco4)C3)C2)cc1,2.8
3233936,1,0,Active,41,0,0,Inactive,0,1,0,Active,40,1,0,Active,42,1,0,Active,41,O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3ccco3)CC2)C1,2.9
3233939,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC(=O)N1CCC2(CC1)CN(c1ccncc1)C2,1.3
3233941,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COCC(=O)N1CCCC2(CCN(Cc3ccccc3OC)C2)C1,1.8
3233947,0,0,Inactive,0,1,0,Active,88,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,CC(C)NC(=O)N1CCCC2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,2.3
3233953,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,O=C(Oc1ccccc1)N1CCCC2(CCN(c3ccccc3)C2)C1,4.2
3233954,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,FC(F)(F)c1cc(CN2CC3(CCNCC3)C2)cc(C(F)(F)F)c1,3.5
3233955,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,44,0,0,Inactive,0,Cc1nc2cnc(N3CCOCC3)nc2n(CC2CCCO2)c1=O,0
3233956,1,0,Active,83,1,0,Active,43,1,0,Active,40,1,0,Active,85,0,0,Inactive,0,CN(Cc1ccco1)c1ncnc2ccc(-c3ccoc3)cc12,3.3
3233957,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cn1cccc1C(=O)N1CCC2(CC1)CN(Cc1ccc(C#N)cc1)C2,2.1
3233958,1,0,Active,41,1,0,Active,91,1,0,Active,41,1,0,Active,89,0,0,Inactive,0,CN(C)c1ccc(-c2nccc(NCc3cccs3)n2)cc1,3.5
3233959,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=c1c(-c2cc(F)cc(F)c2)nc2cnc(Nc3ccccc3)nc2n1CC1CCCO1,3.6
3233960,1,0,Active,43,1,0,Active,85,1,0,Active,84,1,0,Active,90,0,0,Inactive,0,COc1cccc(-c2nccc(NCc3ccccc3)n2)c1,3.6
3233961,1,0,Active,43,1,0,Active,43,1,0,Active,89,1,0,Active,92,0,0,Inactive,0,c1cn(-c2cc(-c3ccc4c(c3)OCO4)ncn2)cn1,1.8
3233963,1,0,Active,40,1,0,Active,40,1,0,Active,41,1,0,Active,90,0,0,Inactive,0,CC(=O)NCCNc1ncnc2ccc(-c3ccccc3C)cc12,3.2
3233964,1,0,Active,47,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,92,CS(=O)(=O)N1CCC2(CCCN(c3ccncc3)C2)CC1,1.4
3233968,1,0,Active,62,1,0,Active,42,1,0,Active,42,1,0,Active,90,0,0,Inactive,0,Cc1noc(C)c1-c1nc(NCc2ccccc2)c2ccccc2n1,4.3
3233974,0,0,Inactive,0,1,0,Active,87,1,0,Active,64,0,0,Inactive,0,0,0,Inactive,0,O=S(=O)(c1ccccc1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,5.4
3233976,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COc1ccc(C(=O)N2CCC3(CC2)CN(C(=O)NC(C)C)C3)cc1,1.9
3233981,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,Cc1nc2cnc(Oc3ccccc3)nc2n(C)c1=O,1.4
3233985,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,1,0,Active,91,0,0,Inactive,0,CNc1nc(-c2cccc(NS(C)(=O)=O)c2)nc2ccccc12,2.8
3233990,1,0,Active,85,1,0,Active,42,1,0,Active,87,1,0,Active,90,0,0,Inactive,0,COc1ccc(CNc2ccnc(-c3cccnc3)n2)c(OC)c1,2.5
3233991,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,Cc1nc2cnc(N3CCNCC3)nc2n(CCC#N)c1=O,-1
3233992,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,65,0,0,Inactive,0,0,0,Inactive,0,COc1ccc(C(=O)N2CCCC3(CCN(c4ccncc4)C3)C2)cc1,2.8
3233995,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,1,0,Active,86,1,0,Active,92,O=c1c(-c2cccs2)nc2cnc(N3CCNCC3)nc2n1C1CC1,1.5
3233998,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,64,0,0,Inactive,0,0,0,Inactive,0,COc1ccc(-n2c(=O)c(-c3cn(C)c4ccccc34)nc3cnc(OC)nc32)cc1,3.1
3234003,1,0,Active,41,1,0,Active,40,1,0,Active,85,1,0,Active,91,0,0,Inactive,0,c1cncc(-c2cc(-n3ccnc3)ncn2)c1,0.9
3234004,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,O=C(c1ccncc1)N1CCC2(CC1)CCN(c1ccc(-c3ccccc3)cc1)CC2,4.8
3234019,1,0,Active,41,1,0,Active,41,1,0,Active,86,1,0,Active,43,0,0,Inactive,0,Cc1cnc(CNc2ncnc3ccc(-c4ccccc4Cl)cc23)cn1,3.9
3234023,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,CN1CCN(c2cc(-c3ccccc3C(F)(F)F)ncn2)CC1,3
3234028,1,0,Active,43,1,0,Active,88,1,0,Active,87,1,0,Active,90,1,0,Active,48,Cc1cccc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c1,5.2
3234031,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,64,0,0,Inactive,0,O=c1c(-c2ccc(Cl)cc2)nc2cnc(N3CCOCC3)nc2n1CC1CCCO1,2.3
3234032,1,0,Active,83,1,0,Active,41,1,0,Active,85,1,0,Active,42,0,0,Inactive,0,COc1cccc(-c2cncnc2N(C)Cc2ccco2)c1,2.9
3234043,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,84,1,0,Active,41,O=c1c(-c2ccccc2)nc2cnc(N3CCOCC3)nc2n1C1CC1,1.8
3234045,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC(=O)N1CCC2(CCN(CC(C)C)CC2)CC1,2.6
3234049,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(c1cccc(F)c1)N1CCC2(CC1)CN(Cc1ccccc1)C2,3.4
3234051,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,1,0,Active,84,0,0,Inactive,0,COc1cccc(Nc2ncc3nc(-c4cccs4)c(=O)n(CCC#N)c3n2)c1,2.7
3234057,1,0,Active,43,1,0,Active,42,1,0,Active,43,1,0,Active,42,1,0,Active,83,O=S(=O)(c1ccccc1)N1CCC2(CCCN(c3ccncc3)C2)CC1,2.9
3234060,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,40,0,0,Inactive,0,CN(C)C(=O)c1ccc(-c2ccc3ncnc(NC4CC4)c3c2)cc1,3.5
3234064,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,CCNc1ncc2nc(C)c(=O)n(CCC#N)c2n1,-0.1
3234065,1,0,Active,42,1,0,Active,41,1,0,Active,41,1,0,Active,85,0,0,Inactive,0,COc1ccc(CNc2ccnc(-c3ccc(N(C)C)cc3)n2)c(OC)c1,3.7
3234070,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,85,0,0,Inactive,0,N#CCCn1c(=O)c(-c2ccc(Cl)cc2)nc2cnc(OCc3ccccc3)nc21,3.3
3234072,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,COc1ncc2nc(C)c(=O)n(CC3CCCO3)c2n1,0.2
3234074,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(Nc1cccc(F)c1)N1CC2(CCN(C(=O)c3csnn3)CC2)C1,1.6
3234076,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(c1cnccn1)N1CCC2(CCN(Cc3nccs3)CC2)CC1,1.3
3234077,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,COc1ccc(-n2c(=O)cnc3cnc(N4CCOCC4)nc32)cc1,1.1
3234079,1,0,Active,47,1,0,Active,42,1,0,Active,92,1,0,Active,42,0,0,Inactive,0,COc1ccc(CNc2ncncc2-c2ccccc2C)c(OC)c1,3.9
3234080,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)NCCNc1nc(-c2ccc(C(=O)N(C)C)cc2)nc2ccccc12,2.3
3234082,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,CN(C)Cc1ccccc1-c1cc(Nc2ccccc2)ncn1,3.6
3234096,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,COCCNc1cc(-c2c(C)noc2C)ncn1,1.3
3234101,1,0,Active,42,0,0,Inactive,0,1,0,Active,63,1,0,Active,42,1,0,Active,44,COCCn1c(=O)c(CCc2ccccc2)nc2cnc(Oc3ccccc3)nc21,3.1
3234102,1,0,Active,42,1,0,Active,44,1,0,Active,89,1,0,Active,93,0,0,Inactive,0,c1cn(-c2ccnc(-c3ccc4c(c3)OCO4)n2)cn1,1.8
3234103,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,84,1,0,Active,85,0,0,Inactive,0,Cc1cnc(CNc2nc(-c3cccnc3)nc3ccccc23)cn1,2.2
3234104,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,COCCn1c(=O)cnc2cnc(N(C)C)nc21,-0.2
3234108,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccco1)CC2,3.4
3234115,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,88,0,0,Inactive,0,COCCn1c(=O)cnc2cnc(Nc3ccccc3)nc21,1.2
3234124,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,1,0,Active,91,0,0,Inactive,0,Fc1ccc(Nc2nc(-c3ccoc3)nc3ccccc23)cc1,4.2
3234128,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,COCC(=O)N1CCCC2(CCN(c3ccncc3)C2)C1,1.1
3234130,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC(=O)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,2.8
3234136,1,0,Active,41,0,0,Inactive,0,1,0,Active,42,1,0,Active,44,1,0,Active,42,COCCn1c(=O)c(-c2ccc(OC)cc2)nc2cnc(Oc3ccccc3)nc21,2.8
3234140,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,1,0,Active,86,0,0,Inactive,0,Cc1nc2cnc(Nc3ccccc3)nc2n(C2CC2)c1=O,1.9
3234142,0,0,Inactive,0,1,0,Active,44,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,O=C(c1cnccn1)N1CCCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,3.6
3234145,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,86,0,0,Inactive,0,Cc1nc2cnc(N(C)C)nc2n(-c2ccccc2)c1=O,1.5
3234150,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=c1c(-c2cc(F)cc(F)c2)nc2cnc(N3CCOCC3)nc2n1Cc1cccs1,2.6
3234153,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)N1CCCC2(CCN(C(=O)Nc3cccc(C#N)c3)C2)C1,1.1
3234159,1,0,Active,88,1,0,Active,43,1,0,Active,85,1,0,Active,89,0,0,Inactive,0,COc1ccc2[nH]cc(CCNc3ccnc(-c4ccc5c(c4)OCO5)n3)c2c1,4
3234162,0,0,Inactive,0,1,0,Active,65,1,0,Active,41,1,0,Active,86,0,0,Inactive,0,CCNc1ncc2nc(-c3ccccc3)c(=O)n(CC3CCCO3)c2n1,2.2
3234164,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,86,1,0,Active,63,CN(C)c1ncc2nc(-c3cccs3)c(=O)n(C3CC3)c2n1,2.2
3234168,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COc1ccc(NC(=O)N2CC3(CCN(S(C)(=O)=O)CC3)C2)cc1,0.7
3234169,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,Cc1cnc(CNc2cc(-c3c(C)noc3C)ncn2)cn1,1.2
3234173,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COc1ccc(NC(=O)N2CC3(CCN(C(=O)c4cccn4C)CC3)C2)cc1,1.7
3234176,0,0,Inactive,0,1,0,Active,65,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,Cc1noc(C)c1C(=O)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,4.9
3234177,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(C(=O)c1csnn1)CC2,2.3
3234178,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,COc1ccc(C(=O)N2CCC3(CCCN(Cc4cc(C(F)(F)F)cc(C(F)(F)F)c4)C3)CC2)cc1,5.7
3234183,1,0,Active,41,0,0,Inactive,0,1,0,Active,42,1,0,Active,41,0,0,Inactive,0,Cn1cccc1C(=O)N1CCCC2(CCN(c3cccc(-c4ccccc4)c3)C2)C1,4.6
3234187,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,40,1,0,Active,88,0,0,Inactive,0,N#Cc1cccc(-c2ccc3ncnc(N4CCNCC4)c3c2)c1,2.7
3234188,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COc1cccc(Cn2c(=O)c(-c3cccc(C#N)c3)nc3cnc(N4CCOCC4)nc32)c1,2.4
3234192,1,0,Active,84,1,0,Active,88,1,0,Active,86,1,0,Active,92,1,0,Active,47,c1ccc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)cc1,4.8
3234196,0,0,Inactive,0,1,0,Active,86,0,0,Inactive,0,1,0,Active,88,0,0,Inactive,0,CN(C)Cc1ccccc1-c1nccc(NCc2cccs2)n1,3.2
3234199,1,0,Active,82,1,0,Active,41,1,0,Active,42,1,0,Active,89,0,0,Inactive,0,Cc1ccccc1-c1nc(NCc2cccs2)c2ccccc2n1,5.1
3234202,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,1,0,Active,88,0,0,Inactive,0,COc1cccc(-c2nccc(NCc3cnc(C)cn3)n2)c1,1.9
3234204,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC(=O)N1CCC2(CC1)CN(C(=O)Nc1cccc(C#N)c1)C2,1.1
3234212,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,Cc1noc(C)c1C(=O)N1CCC2(CCN(Cc3nccs3)CC2)CC1,2.3
3234218,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CCCN(c3ccccc3)C2)CC1,6.1
3234219,1,0,Active,44,1,0,Active,41,1,0,Active,43,1,0,Active,42,0,0,Inactive,0,CN(C)Cc1ccccc1-c1cncnc1Nc1ccncc1,2.5
3234224,1,0,Active,86,1,0,Active,40,1,0,Active,85,1,0,Active,44,1,0,Active,49,COc1ccc2[nH]cc(CCNc3nc(-c4cccc(NS(C)(=O)=O)c4)nc4ccccc34)c2c1,4.5
3234228,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,41,0,0,Inactive,0,COCCn1c(=O)c(C)nc2cnc(OCc3ccccc3)nc21,1.1
3234229,1,0,Active,41,0,0,Inactive,0,1,0,Active,43,1,0,Active,86,1,0,Active,41,COc1cccc(Cn2c(=O)c(-c3ccc(Cl)cc3)nc3cncnc32)c1,3.2
3234235,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,43,0,0,Inactive,0,COc1ncc2nc(-c3cccs3)c(=O)n(CCC#N)c2n1,1.2
3234237,1,0,Active,84,1,0,Active,87,1,0,Active,41,1,0,Active,89,0,0,Inactive,0,COc1cccc(-c2nccc(N(C)Cc3ccco3)n2)c1,2.9
3234238,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1CCCC2(CCN(C(=O)c3cccn3C)CC2)C1,1.6
3234239,1,0,Active,49,1,0,Active,40,1,0,Active,90,1,0,Active,90,0,0,Inactive,0,CN(C)c1ccc(-c2cncnc2Nc2ccc(F)cc2)cc1,3.9
3234241,1,0,Active,83,1,0,Active,41,1,0,Active,45,1,0,Active,87,0,0,Inactive,0,FC(F)(F)c1ccccc1-c1nc(NCc2cccnc2)c2ccccc2n1,4.8
3234242,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,83,1,0,Active,87,0,0,Inactive,0,c1ccc2c(N3CCOCC3)nc(-c3ccoc3)nc2c1,2.4
3234245,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,Cc1nc2cnc(N3CCOCC3)nc2n(C)c1=O,-0.4
3234247,1,0,Active,62,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,84,1,0,Active,88,O=c1c(-c2cccs2)nc2cnc(Oc3cccc(Cl)c3)nc2n1C1CC1,4.2
3234259,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,COCCn1c(=O)c(-c2ccccc2)nc2cnc(N3CCOCC3)nc21,1.1
3234262,1,0,Active,83,1,0,Active,43,1,0,Active,44,1,0,Active,92,0,0,Inactive,0,COc1ccccc1-c1nc(NCCc2cnc[nH]2)c2ccccc2n1,3.6
3234268,1,0,Active,41,1,0,Active,45,1,0,Active,43,1,0,Active,86,0,0,Inactive,0,COc1ccc(CNc2nc(-c3ccccc3OC)nc3ccccc23)c(OC)c1,4.9
3234278,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COc1cccc(Cn2c(=O)c(-c3cc(F)cc(F)c3)nc3cnc(N(C)C)nc32)c1,3.3
3234283,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,42,0,0,Inactive,0,COc1ccc(C(=O)N2CCC3(CC2)CN(c2cccc(-c4ccccc4)c2)C3)cc1,5.2
3234285,1,0,Active,41,1,0,Active,41,1,0,Active,41,1,0,Active,41,0,0,Inactive,0,COc1ccccc1CNc1cc(-c2ccoc2)ncn1,2.7
3234291,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,O=c1c(-c2cc(F)cc(F)c2)nc2cnc(N3CCOCC3)nc2n1Cc1ccc(F)cc1,3
3234293,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1CCCC2(CCN(C(=O)c3csnn3)CC2)C1,1.4
3234299,0,0,Inactive,0,1,0,Active,84,1,0,Active,42,1,0,Active,41,0,0,Inactive,0,c1ccc2c(N3CCNCC3)nc(-c3ccc4c(c3)OCO4)nc2c1,2.8
3234301,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)CN1CC2(CCN(C(=O)c3csnn3)CC2)C1,2
3234314,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,O=C(Nc1cccc(F)c1)N1CCC2(CCCN(C(=O)c3cnccn3)C2)C1,1.3
3234325,1,0,Active,44,1,0,Active,42,1,0,Active,88,1,0,Active,91,0,0,Inactive,0,CNc1nc(-c2ccc3c(c2)OCO3)nc2ccccc12,3.3
3234328,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,86,0,0,Inactive,0,CCNc1ncc2nc(C)c(=O)n(Cc3cccs3)c2n1,1.4
