No,PUBCHEM_CID,cyp2c19_action,cyp2c19_warning,cyp2c19_conclusion,cyp2c19_score,cyp2d6_action,cyp2d6_warning,cyp2d6_conclusion,cyp2d6_score,cyp3a4_action,cyp3a4_warning,cyp3a4_conclusion,cyp3a4_score,cyp1a2_action,cyp1a2_warning,cyp1a2_conclusion,cyp1a2_score,cyp2c9_action,cyp2c9_warning,cyp2c9_conclusion,cyp2c9_score,Smile
8302,6604250,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O
8303,6604251,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO
8305,6604253,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
8308,688353,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O
8312,6604254,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C
8316,10235,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1C2CNCC1C3=CC=CC(=O)N3C2
8319,21907,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1C(CCC1=O)C2=CN=CC=C2
8322,1796510,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CC(CNC1)C(=O)O
8323,1257702,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CN(C=C(C1=O)O)CC(C(=O)O)N
8324,933131,0,0,Inactive,0,1,0,Active,66,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1C2CCC1CC(C2)OC(=O)C3=CC(=C(C=C3)OC)OC
8326,11972594,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1CC2(C3CC4C5(C2C1C3CO4)C6=CC=CC=C6NC5=O)C=C
8327,11972595,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1CC2(CCC(C34C2C(C(C31)(C5(CC(C6CC4C5C6OC)OC)O)O)OC)O)COC
8329,6604260,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)CCC43C)F)O)C)O
8332,1892,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO
8334,6604263,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
8338,716128,0,0,Inactive,0,1,0,Active,63,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CC(C2=CC=CC=C2C1)C3=NCCN3
8339,443422,1,0,Active,46,1,0,Active,92,1,0,Active,43,1,0,Active,86,0,0,Inactive,0,COC1=C(C2=C(CC3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC
8344,6604264,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=O)OC2=CC(=C(C=C21)OC3C(C(C(C(O3)CO)O)O)O)O
8349,1715117,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCNCC(C1=CC(=CC=C1)O)O
8351,3180,0,0,Inactive,0,1,0,Active,62,0,0,Inactive,0,1,0,Active,84,1,0,Active,84,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2
8354,6604269,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CCCC(C)(C)O)N
8355,6604270,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C2CCC3C2(CCC4C3CC=C5C4(CCC(C5)N(C)C)C)CN1C
8358,6843,0,0,Inactive,0,1,0,Active,65,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC
8359,4436,0,0,Inactive,0,1,0,Active,41,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32
8363,721860,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
8366,2966,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CN(CC2=CC=CC=C21)C(=N)N
8367,6603779,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C[N+](C)(C)C)OC(=O)N
8368,6604273,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1CCC23C4NC5=CC=CC=C5C2(C1NC6=CC=CC=C36)CCN4C
8370,6604275,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
8372,6604276,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)OC4C(C(C(C(O4)CO)O)O)O
8374,158961,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CN1C=NC2=C1C(=O)N(C(=O)N2C)C)O
8376,3739,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
8380,12492,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C
8383,5326,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
8385,3081,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C(=O)NC(=O)O1)C
8386,5329,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
8391,440266,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1C(CN)O)O
8392,136620,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,90,0,0,Inactive,0,CC(=O)NC1=CC2=CC=CC=C2OC1=O
8394,6604283,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C2CCC(C2)C1(C)NC)C
8395,164739,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C(C1=CC(=C(C=C1)O)O)O)N
8399,688084,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CNCC(C1=CC(=C(C=C1)O)OC)O
8403,70269,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=NNC(=O)NC1=O
8404,4065,0,0,Inactive,0,1,0,Active,88,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCCNC(C)(C)COC(=O)C1=CC=CC=C1
8405,6604287,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)OCC1=C(N2C(C(C2=O)N)SC1)C(=O)O
8406,6101895,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
8407,5390108,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,41,1,0,Active,42,0,0,Inactive,0,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O
8408,1989,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
8411,54686781,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNC(CCCCN)C(=O)O)N(C)C)O
8412,65065,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)NC(CC(=O)O)C(=O)O
8415,667534,0,0,Inactive,0,1,0,Active,89,0,0,Inactive,0,1,0,Active,90,0,0,Inactive,0,CCN(CC)C(C)CN1C2=CC=CC=C2SC3=CC=CC=C31
8417,4091,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)C(=N)N=C(N)N
8418,44600,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
8420,70912,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)CC(C(=O)O)NC(=O)C
8421,6604291,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)NC1CCSC1=O
8427,6604293,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
8428,6604294,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CNC(=O)C(NC(=O)C(NC1=O)CCN)CC(C)C)C(C)C)CCN)CCN)C(C)O
8429,16134261,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C
8430,6604295,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
8431,6604296,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,0,0,Inactive,0,CCCCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C
8433,6604298,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
8434,6604299,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)COCC4C(C(C(C(O4)CN)O)O)N)O)O)N
8438,207838,0,0,Inactive,0,1,0,Active,85,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
8440,6604302,0,0,Inactive,0,1,0,Active,89,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24
8446,98889,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)O
8450,101382,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O
8453,3366,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=NC(=O)NC(=C1F)N
8454,2794,0,0,Inactive,0,1,0,Active,84,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl
8456,16363,0,0,Inactive,0,1,0,Active,62,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
8459,4487,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3
8460,6604307,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N
8462,1548976,0,0,Inactive,0,1,0,Active,87,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
8466,17134,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N
8467,2200,0,0,Inactive,0,1,0,Active,85,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3
8468,716488,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(CC1=CC(=C(C=C1)OC)OC)(C(=O)O)N
8472,6857,0,0,Inactive,0,1,0,Active,85,0,0,Inactive,0,1,0,Active,94,0,0,Inactive,0,CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C
8473,164752,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C2=CC(=C(C=C2CCN1)OC)OC
8477,71655,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1COCCN1C(=N)N=C(N)N
8478,3055,0,0,Inactive,0,1,0,Active,90,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
8488,6077,0,0,Inactive,0,1,0,Active,64,0,0,Inactive,0,1,0,Active,47,0,0,Inactive,0,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
8492,5393144,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1COCCN1CC2CN(C(=O)O2)N=CC3=CC=C(O3)[N+](=O)[O-]
8493,3690,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CN(P(=O)(OC1)NCCCl)CCCl
8495,73265355,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
8496,19675,0,0,Inactive,0,1,0,Active,89,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO
8497,5585,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,63,1,0,Active,87,0,0,Inactive,0,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C
8498,77553,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,90,0,0,Inactive,0,CC(=O)C1=CC2=CC=CC=C2OC1=O
8499,54705185,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O
8501,441975,0,0,Inactive,0,1,0,Active,98,1,0,Active,42,1,0,Active,84,0,0,Inactive,0,CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=CC=CC=C45
8504,5771580,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)[O-]
8505,716528,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1CCC2=CC3=C(C=C2C1O)OCO3
8506,188803,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O
8507,6604319,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1CC2(CCC(C34C2CC(C31)C56C4CC(C(C5)C(=C)C6O)O)O)C
8510,6604320,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(CO)O
8511,453548,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
8512,6604321,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CS3)C(=O)[O-])C[N+]4=CC=C(C=C4)C(=O)N
8514,6604324,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1CCN2C(C1)C34CC2C=CC3=CC(=O)O4
8515,3332,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O
8516,6604325,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O
8517,6603919,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)NCC(C1=CC(=CC(=C1)O)O)O
8518,6604326,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1C2CC(C1CC(=O)C2)O
8521,3646,0,0,Inactive,0,1,0,Active,63,0,0,Inactive,0,1,0,Active,87,0,0,Inactive,0,CN1CCC2=CC3=C(C(=C2C1)OC)OCO3
8522,4633,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,1,0,Active,90,0,0,Inactive,0,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N
8523,3418,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CC=C(C(=C1)C(=O)O)OP(=O)(O)O
8524,6604327,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)[O-]
8525,6604328,0,0,Inactive,0,1,0,Active,87,0,0,Inactive,0,1,0,Active,43,0,0,Inactive,0,CN1C(CCCC1CC(C2=CC=CC=C2)O)CC(C3=CC=CC=C3)O
8526,6602484,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1C2CCCC1CC(=O)C2
8528,6560359,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CNCC(C(C(C(CO)O)O)O)O
8531,6603906,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1
8532,443371,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O
8534,72624,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)NC1CCC2=CC(=C(C(=C2C3=C1C4C3C=C(C4=O)OC)OC)OC)OC
8539,6604332,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CCN1CC2(CCC(C34C2CC(C31)C5(CC(C6CC4C5C6OC(=O)C)OC)O)O)COC
8540,5094,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN1C(=CN=C1COC(=O)N)[N+](=O)[O-]
8541,6604333,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O
8542,6604334,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C
8546,4011,0,0,Inactive,0,1,0,Active,63,1,0,Active,85,0,0,Inactive,0,0,0,Inactive,0,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
8548,54705183,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
8549,6604336,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(C(=O)O)OC1C(C(OC(C1O)CO)O)NC(=O)C
8551,6604338,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC(=O)OC1C2C(C3C4C56C1C3(CC7C5C(CC(C6OC(=O)C)OC(=O)C8=CC=CC=C8)(CN74)C)CC2=C)O
8552,21109,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,42,0,0,Inactive,0,COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC
8554,135484647,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
8556,6604340,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,1,0,Active,87,0,0,Inactive,0,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C
8557,54686782,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C
8559,203685,0,0,Inactive,0,1,0,Active,62,0,0,Inactive,0,1,0,Active,45,0,0,Inactive,0,CC(C)NCC(COC1=CC=CC=C1CC=C)O
8562,73277,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C1=CN=C(C=N1)Cl
8565,26987,1,0,Active,43,1,0,Active,86,1,0,Active,63,0,0,Inactive,0,0,0,Inactive,0,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C
8567,6604343,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,C=CC[NH+]1C2CCC34C2CC(C1=CCO)C5=CN6C7C(=CN(C53)C8=CC=CC=C48)C9CC1C7(CCC1[NH+](C9=CCO)CC=C)C1=CC=CC=C16
8568,6604345,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O
8569,146678,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,0,0,Inactive,0,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O
