No,PUBCHEM_CID,cyp2c19_action,cyp2c19_warning,cyp2d6_action,cyp2d6_warning,cyp3a4_action,cyp3a4_warning,cyp1a2_action,cyp1a2_warning,cyp2c9_action,cyp2c9_warning,relation_task1,cyp2c9_score,Smile
7756,4289,0,0,0,0,0,0,1,0,0,0,,0,C1=CC(=CC=C1C(=O)NCCN)Cl
7757,5086,0,0,0,0,0,1,1,0,0,0,,0,C1=CC(=CC(=C1)F)C2=C(N=CS2)C(=O)NCCN
7758,3495594,0,0,0,0,1,0,0,0,1,0,,86,C1=CC=C(C(=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-])F
7759,5070,0,0,0,0,0,0,1,0,0,0,,0,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
7760,5073,0,0,1,0,0,0,0,0,0,0,,0,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
7761,5073,0,1,1,0,0,0,0,0,0,0,,0,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
7762,68712,0,0,0,1,1,0,0,0,0,1,,20,C1CC1C(C2CC2)NC3=NCCO3
7763,5312145,0,1,0,0,1,0,0,0,1,0,,85,CNC1=CC(=NC(=N1)NC)NS(=O)(=O)C2=CC=C(C=C2)N
7764,688569,0,0,0,1,0,0,0,0,0,0,,0,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O
7765,5035,1,0,1,0,1,0,0,0,0,1,,20,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
7766,5035,0,1,1,0,1,0,0,0,0,1,,10,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
7767,6603983,0,0,0,0,0,1,0,0,0,1,,20,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
7768,6603983,1,0,0,0,0,0,0,0,0,1,,20,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
7769,6603983,0,1,0,0,0,1,0,0,1,0,,42,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
7770,6603984,0,1,0,1,0,1,0,1,0,1,,20,N.N.N.N.N.N.N.N.N.N.N.N.N.N.O.O.[Ru].[Ru].[Ru]
7771,65752,0,0,0,0,0,1,1,0,0,0,,0,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4
7772,5095,0,1,1,0,0,1,0,0,0,1,,10,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
7773,1548910,0,1,0,1,1,0,1,0,0,1,,20,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O
7774,6603985,1,0,0,0,1,0,1,0,0,1,,20,CCCCCC(C1=CC(=CC=C1)OCC2=NC3=CC=CC=C3C=C2)O
7775,6603987,0,0,0,1,0,1,0,0,0,0,,0,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
7776,6603988,0,0,1,0,0,1,0,1,0,0,,0,CC(CN1CCC(CC1)CC2=CC=CC=C2)C(C3=CC=C(C=C3)O)O
7777,6603989,0,0,1,0,1,0,1,0,0,1,,20,CCC(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
7778,6560181,1,0,0,0,1,0,0,1,0,1,,20,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC
7779,6603990,0,0,0,1,0,0,0,0,0,0,,0,C1CN(CC=C1C2=CC=C(C=C2)F)CC(COC3=CC=C(C=C3)C(=O)N)O
7780,6603991,0,0,0,0,0,0,0,0,0,0,,0,COC1(COC2=CC=CC=C2O1)C3=NCCN3
7781,1342,0,0,1,0,0,0,1,0,0,0,,0,C1CN(CCN1)C2=CC=CC3=CC=CC=C32
7782,1346,0,1,0,0,0,0,0,0,0,0,,0,COC1=CC=CC=C1N2CCNCC2
7783,121930,1,0,0,1,1,0,1,0,0,0,,0,C1CN(CCN1CCC2=CC=C(C=C2)N)C3=CC=CC(=C3)C(F)(F)F
7784,5275,0,0,0,0,0,0,0,0,0,0,,0,COC1=CC=C(C=C1)C2=N[N+](=C(C=C2)N)CCCC(=O)O
7785,6603994,0,0,0,1,0,1,0,0,0,0,,0,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=CC=C3
7786,5227,0,0,0,0,0,0,0,0,0,0,,0,CN(C)CCCCSC(=N)N
7787,6603995,0,0,0,0,0,0,0,0,0,1,,10,C1CC(OC1)N2C=NC3=C(N=CN=C32)N
7788,135398579,0,0,0,0,0,1,0,0,0,0,,0,CC(C(=O)C1=NC2=C(NC1)N=C(NC2=O)N)O
7789,6603996,0,0,0,1,0,1,0,0,0,0,,0,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)OC)OC
7790,6603997,0,0,0,1,0,0,0,0,0,0,,0,C=CCN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)O
7791,5191,0,0,1,0,0,1,1,0,0,1,,10,CCN(CC)CCOC(=O)C1=CC(=C(C=C1OC)N)Cl
7792,5163,0,0,0,1,1,0,1,0,0,0,,0,CN1C=CC2=CC3=C(CCN3C(=O)NC4=CN=CC=C4)C=C21
7793,3378093,0,0,1,0,0,0,0,0,0,0,,0,CC1=C(C=CC(=C1)C2=NOC(=N2)C)C3=CC=C(C=C3)C(=O)N4CCC5=CC6=C(C=C54)C7(CCN(CC7)C)CO6
7794,6101895,0,1,0,0,0,0,0,0,0,0,,0,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
7795,3272300,0,0,0,1,0,0,1,0,0,0,,0,C1CCN(CC1)CCOC(=O)C2=CNC3=CC=CC=C32
7796,6603998,0,0,1,0,1,0,1,0,0,0,,0,CN1CCC2=C1C=CC(=C2)NC(=O)NC3=CN=CC=C3
7797,5335,0,1,0,0,1,0,0,0,1,0,,89,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N
7798,5335,0,0,0,0,1,0,0,0,1,0,,92,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N
7799,6603999,0,0,0,0,1,0,1,0,0,0,,0,CC1=CC2=C(C=C1Cl)N(CC2)C(=O)NC3=CC=NC4=CC=CC=C43
7800,3086457,0,0,0,0,1,0,0,0,0,1,,20,CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1C)CC2=CC=CC=C2)C(C)C)CCCCN)CC3=CNC4=CC=CC=C43)CC5=CC=C(C=C5)O
7801,5472495,0,1,0,0,0,1,1,0,0,0,,0,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O
7802,6604000,1,0,1,0,1,0,0,0,0,0,,0,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCN3CCN(CC3)C4=CC=CC=C4OC
7803,123981,0,0,0,1,0,0,0,0,0,0,,0,CN1CCC2=C(CC1)C(=CC=C2)Cl
7804,131747,0,0,1,0,0,0,0,1,0,0,,0,C1CN(CCC1N)C2=NC(=CC=C2)Cl
7805,638340,0,0,0,0,0,0,0,0,0,0,,0,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
7806,4306515,1,0,0,0,0,1,1,0,0,1,,20,COC1=CC=C(C=C1)N2C(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)Cl
7807,5196,0,0,0,0,0,0,0,1,0,0,,0,C(=O)(N)NN
7808,3006797,0,0,0,0,0,0,0,0,0,1,,10,CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C
7809,1102,0,0,0,0,0,0,0,0,0,0,,0,C(CCNCCCN)CN
7810,6604002,0,0,1,0,0,1,0,0,0,0,,0,CCN(CC)C(=O)C1=CC=C(C=C1)C(C2=CC(=CC=C2)OC)N3CC(N(CC3C)CC=C)C
7811,6604003,0,0,0,1,0,1,0,0,0,0,,0,CC1=CC(=CC=C1)C2CN(CCC3=C(C(=C(C=C23)O)O)Cl)C
7812,1103,0,1,0,0,0,0,0,0,0,0,,0,C(CCNCCCN)CNCCCN
7813,6604004,0,0,0,0,0,0,0,0,0,0,,0,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)O
7814,6604005,0,0,0,0,0,1,0,0,0,0,,0,C1C(C2=C(CN1)SC=C2)C3=CC(=C(C=C3)O)O
7815,6604006,0,0,0,1,0,0,0,0,0,1,,20,CN1CCC2=C(C(=C(C=C2C(C1)C3=CC(=CC=C3)Cl)O)O)Cl
7816,121881,0,0,1,0,0,1,1,0,0,1,,10,CCCCN1CCC(CC1)COC(=O)C2=CC(=C(C3=C2OCCO3)N)Cl
7817,6604008,0,0,0,0,0,1,0,0,0,0,,0,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C
7818,682802,1,0,1,0,1,0,1,0,1,0,,85,CN=C1N=C(N(S1)C2=CC=CC=C2)C3=CC=CC=C3
7819,5951,0,0,0,0,0,0,0,0,0,0,,0,C(C(C(=O)O)N)O
7820,5233,0,0,0,0,1,0,0,0,0,1,,20,CC(C)COC(=O)OCN1C(=O)CN(CC1=O)CCN2CC(=O)N(C(=O)C2)COC(=O)OCC(C)C
7821,123600,0,0,0,0,0,0,0,0,0,0,,0,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
7822,91769,0,0,1,0,0,1,0,1,0,0,,0,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3
7823,5154,1,0,0,1,1,0,1,0,0,0,,0,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6
7824,5154,0,1,0,1,0,1,1,0,0,1,,20,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6
7825,194156,0,1,0,0,0,0,0,0,0,0,,0,C1CC(N(C1)C(=O)CCC(=O)O)C(=O)O
7826,6604010,0,0,1,0,0,1,0,0,0,0,,0,CC1CCN(CC1)CCC2CCCN2S(=O)(=O)C3=CC=CC(=C3)O
7827,5265,0,0,1,0,0,0,0,0,0,0,,0,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F
7828,4564402,1,0,1,0,1,0,1,0,1,0,,91,COC1=CC=C(C=C1)CCCOC2=C(C=CC(=C2)CCN3C=CN=C3)OC
7829,6604011,0,0,0,1,0,0,0,0,0,0,,0,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
7830,1548887,0,0,0,0,0,1,1,0,0,0,,0,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
7831,1548887,0,1,0,0,0,0,1,0,0,0,,0,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
7832,5314,0,0,0,0,0,0,0,0,0,0,,0,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
7833,5800609,1,0,0,1,0,1,1,0,0,1,,20,CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C
7834,6546298,0,0,0,0,0,1,0,0,0,1,,10,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
7835,6604013,1,0,1,0,0,1,0,1,0,1,,20,CCC1=CC=CC=C1OCC(CNC2CCC3=CC=CC=C3C2)O
7836,6604015,0,0,0,1,0,0,0,0,0,0,,0,C1CC(CN(C1)CCC=C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)O
7837,6604017,0,1,0,1,0,0,0,1,0,1,,10,CCCCCCCCCC[Si](C)(C)CCC(=O)NC(CC1=CC=C(C=C1)C)C2=CC=CC=C2
7838,5312137,0,1,0,1,1,0,1,0,0,1,,21,CN(C)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)C2=CC3=CC4=C(N3)CCCC4
7839,3448,0,0,0,0,0,0,0,0,0,1,,10,C1CNCC2=C1C(=O)NO2
7840,3448,0,0,0,0,0,0,0,0,0,0,,0,C1CNCC2=C1C(=O)NO2
7841,5567,0,0,1,0,0,1,0,0,0,0,,0,C1CN(CCC1(C2=CC(=CC=C2)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F
7842,656665,0,0,0,1,0,1,0,0,0,0,,0,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43
7843,5522,0,0,0,0,1,0,1,0,0,0,,0,CCCCNC1=C2C=NN(C2=NC(=C1C(=O)OCC)C)CC
7844,6604018,0,0,0,1,1,0,0,0,0,0,,0,C[N+]1(C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43)C
7845,5387,0,0,0,0,1,0,0,0,0,0,,0,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C
7846,5387,0,1,0,0,0,0,0,0,0,0,,0,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C
7847,3035905,1,0,1,0,1,0,1,0,1,0,,88,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3
7848,6604019,0,0,1,0,0,1,0,0,0,1,,10,CCN(CC)C(=O)NC1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)C
7849,6604020,0,0,0,0,0,1,0,0,0,1,,20,C(CC(C(=O)O)N)CNC(=S)N
7850,5614,0,1,0,0,1,0,1,0,1,0,,93,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C#N
7851,5520,0,0,0,0,0,1,0,0,0,0,,0,CP(=O)(C1=CC[NH2+]CC1)[O-]
7852,6305,0,0,0,0,0,0,0,0,0,0,,0,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
7853,5467,0,0,0,1,0,0,0,0,0,0,,0,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC
7854,5467,0,0,0,1,0,0,0,0,0,1,,10,CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC
7855,941650,0,0,1,0,1,0,0,0,0,0,,0,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C
7856,5505,0,0,0,0,0,0,0,0,0,0,,0,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
7857,3117,1,0,0,0,1,0,1,0,1,0,,85,CCN(CC)C(=S)SSC(=S)N(CC)CC
7858,3117,1,0,0,0,1,0,1,0,1,0,,88,CCN(CC)C(=S)SSC(=S)N(CC)CC
7859,5382,0,0,0,0,0,0,0,0,0,1,,10,C1=CC(=CC=C1OC2=C(C=C(C=N2)Cl)Cl)OC3=C(C=C(C=N3)Cl)Cl
7860,5420,0,0,0,0,0,0,0,0,0,0,,0,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C
7861,207843,0,0,1,0,0,1,0,0,0,0,,0,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
7862,6604022,0,0,0,0,0,0,0,0,0,0,,0,CC1C2=C(C(=O)N(C1=O)C)N=CN2
7863,114924,0,0,0,0,0,0,0,0,0,1,,20,CCCCCCCCCCCCCCSCC(=O)O
7864,5537,0,1,0,1,0,1,0,0,1,0,,85,CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C
7865,135419190,1,0,0,1,1,0,1,0,1,0,,91,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C(=S)N
7866,5413,0,0,0,0,0,0,0,0,0,0,,0,CC[N+](CC)(CC)CC
7867,5503,0,0,0,0,0,0,0,0,0,0,,0,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
7868,6604023,0,0,0,0,0,1,0,0,0,1,,20,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
7869,5610,0,1,0,0,0,0,0,0,0,0,,0,C1=CC(=CC=C1CCN)O
7870,5568,0,0,1,0,0,0,1,0,0,0,,0,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
7871,5568,0,0,1,0,0,0,1,0,0,0,,0,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
7872,6604024,0,0,1,0,0,1,0,0,0,0,,0,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
7873,5546,0,0,0,0,0,0,1,0,0,0,,0,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N
7874,716126,0,0,1,0,0,0,0,0,0,0,,0,C1CC(C2=CC=CC=C2C1)C3=NCCN3
7875,439647,1,0,0,0,1,0,1,0,1,0,,40,CC1=CC=C(C=C1)S(=O)(=O)NC(CC2=CC=CC=C2)C(=O)CCl
7876,135481025,0,0,0,0,0,0,0,0,0,0,,0,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O
7877,5429,0,0,0,0,0,0,0,0,0,0,,0,CN1C=NC2=C1C(=O)NC(=O)N2C
7878,443758,0,0,0,0,1,0,0,1,0,0,,0,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
7879,6604025,0,0,0,0,1,0,1,0,0,0,,0,C1CN(C2=CC=CC=C21)C(=O)C(CC3=CC(=C(C=C3)O)O)C#N
7880,5329255,0,0,0,0,1,0,0,0,0,0,,0,C1=CC(=C(C=C1C=C(C#N)C(=O)NCCCNC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N)O)O
7881,5328773,0,0,0,1,1,0,1,0,0,0,,0,C1=CC=C(C=C1)CCNC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N
7882,5329275,0,1,0,1,1,0,1,0,0,1,,20,C1=CC=C2C(=C1)C(=CN2)C=C(C#N)C(=O)C3=CC(=C(C=C3)O)O
7883,445125,0,0,0,0,0,0,0,0,0,1,,10,C1CSSC1CCCCC(=O)O
7884,4369380,0,0,0,0,0,0,0,0,0,0,,0,C1=CC=C(C=C1)CC(CS)C(=O)NCC(=O)O
7885,688591,0,0,0,1,0,0,0,0,0,0,,0,CC(C)(C)NCC(C1=CC=CC=C1Cl)O
7886,5533,0,0,0,0,0,0,0,0,0,0,,0,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
7887,5533,0,0,0,1,0,0,0,0,0,0,,0,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
7888,667645,0,0,0,0,0,1,1,0,1,0,,63,COC1=CC(=CC(=C1O)O)C=C(C#N)C#N
7889,33624,0,0,1,0,0,1,0,0,0,0,,0,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O
7890,6604027,0,1,0,1,0,1,0,0,0,1,,10,CC(COC1=CC=C(C=C1)C=CC2=CC=CC=C2)[N+](C)(C)C
7891,688585,0,1,1,0,0,0,0,0,0,0,,0,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3
7892,688585,0,0,1,0,0,0,0,0,0,0,,0,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3
7893,5328804,0,0,0,0,0,1,1,0,0,0,,0,C1=CC(=CC=C1C=C(C#N)C(=C(C#N)C#N)N)O
7894,2063,0,0,0,0,1,0,1,0,0,0,,0,COC1=CC=C(C=C1)C=C(C#N)C#N
7895,3311,0,1,0,0,0,1,1,0,0,0,,0,CCSC(=NC1=CC=C(C=C1)C(F)(F)F)N
7896,73094,0,0,0,1,0,1,0,0,0,0,,0,CC1=CC=C(C=C1)S(=O)(=O)NC(CCCCN)C(=O)CCl
7897,2061,0,0,0,0,1,0,0,0,0,1,,20,C1=C(C=C(C(=C1O)O)O)C=C(C#N)C#N
7898,5411,0,0,0,0,0,0,0,1,0,0,,0,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
7899,5411,0,0,0,0,0,0,0,1,0,0,,0,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
7900,667601,0,0,0,0,1,0,1,0,0,0,,0,C1=CC(=C(C=C1C=C(C#N)C(=S)N)O)O
7901,6604029,0,0,0,1,1,0,0,1,0,1,,20,C1=C(C=C(C(=C1O)O)O)C(=C(C=C(C#N)C#N)N)C#N
7902,5369,0,1,0,0,1,0,0,0,1,0,,63,COC1=CC(=CC(=C1OC)OC)C2=C(N(C(=O)C3=C2C=CC(=C3)OCC4=CC=CC=N4)C5=CC=C(C=C5)N)C(=O)OC
7903,5353685,0,0,0,0,0,1,1,0,1,0,,87,COC1=C(C(=CC(=C1)C=C(C#N)C(=O)C2=CC(=C(C=C2)O)O)I)O
7904,5328760,0,0,0,1,1,0,0,1,0,0,,0,C1=CC(=C(C=C1C=C(C#N)C(=O)C2=CC(=C(C=C2)O)O)O)O
7905,5578,0,0,0,0,0,0,0,0,0,0,,0,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
7906,6093336,0,0,1,0,0,1,0,1,0,0,,0,CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2
7907,5368,0,0,0,0,0,1,0,0,0,1,,20,CC1=NC=CC(=C1)CN2C(=C(C3=C(C2=O)C(=NC=C3)OCC4=NC=CC=N4)C5=CC(=C(C(=C5)OC)OC)OC)C(=O)OC
7908,6604030,0,1,1,0,0,1,1,0,0,0,,0,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC
7909,6604031,1,0,0,1,1,0,0,1,1,0,,40,CCCCCCCC(=O)OC1C2C(=C(C1OC(=O)C(=CC)C)C)C3C(C(CC2(C)OC(=O)C)OC(=O)CCC)(C(C(=O)O3)(C)O)O
7910,6604032,0,0,0,0,0,0,0,0,0,0,,0,CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C.[Na+]
7911,2046,0,0,0,0,0,1,0,1,0,1,,20,C1=CC(=C(C=C1C=C(C#N)C#N)O)[N+](=O)[O-]
7912,135401948,0,0,0,0,0,0,0,0,0,0,,0,CC1=C(C(SC1=O)(C)C=C(C)C=C)O
7913,5639,0,0,0,0,0,1,0,0,0,0,,0,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC
7914,5639,0,0,0,0,0,0,0,0,0,0,,0,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC
7915,5640,0,0,0,0,1,0,0,0,0,0,,0,CC1=C(N(C(=O)N(C1=O)C)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC
7916,6604036,0,0,0,1,0,1,0,0,0,0,,0,CN(C1CCC2(CCCO2)CC1N3CCCC3)C(=O)CC4=CC=CC=C4
7917,122187,0,0,1,0,0,0,0,1,0,0,,0,CCCN(CCC)C1CCC2=C(C=CC(=C2C1)O)F
7918,122187,0,0,1,0,0,0,0,1,0,0,,0,CCCN(CCC)C1CCC2=C(C=CC(=C2C1)O)F
7919,3036289,0,0,1,0,1,0,0,0,0,0,,0,CN(C1CCCCC1N2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl
7920,3036289,0,0,1,0,1,0,0,0,0,0,,0,CN(C1CCCCC1N2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl
7921,5615,0,0,1,0,0,1,0,0,0,0,,0,CC(C)OC1=C(N=CC=C1)N(C)C2CCN(CC2)CC3=CC=CC=C3
7922,5626,0,0,1,0,0,0,0,0,0,1,,10,CCCN(CCC)C1CC2=CC(=C(C=C2C1)OC)OC
7923,5354033,0,1,0,1,1,0,1,0,0,1,,10,C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N
7924,6604037,0,0,0,0,0,1,0,0,0,1,,20,CCCCCC=CCC(C=CC1=CC=CC(=N1)CC(CCCCO)O)O
7925,6604038,0,0,0,1,1,0,0,1,0,1,,20,CC12CC=C3C(C1CCC2C(=O)CN4CCN(CC4)C5=NC(=NC(=C5)N6CCCC6)N7CCCC7)CCC8=CC(=O)C=CC83C
7926,6604039,0,0,0,0,1,0,0,0,0,1,,20,CC1=C(C2=C(CCC(O2)(C)CN3CCN(CC3)C4=NC(=NC(=C4)N5CCCC5)N6CCCC6)C(=C1O)C)C
7927,6604040,0,0,0,0,0,0,0,0,0,0,,0,CC12CCC3C(C1CCC2NCCCCCCN4C(=O)C=CC4=O)CCC5=C3C=CC(=C5)OC
7928,1549103,0,0,0,0,0,1,0,0,0,0,,0,C1=C(NC=N1)C=CC(=O)O
7929,659840,0,0,1,0,0,0,0,0,0,0,,0,C1CCC(C(C1)N2CCC(CC2)C3=CC=CC=C3)O
7930,6604041,0,0,0,0,0,1,0,0,0,1,,10,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
7931,6604042,0,0,1,0,0,1,1,0,0,0,,0,CC(CN1CCC2=C1C=C(C=C2)Br)N
7932,92305,0,1,0,0,1,0,0,0,0,0,,0,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
7933,4046493,0,0,0,0,0,1,1,0,0,0,,0,COC1=CC=CC=C1NC(=O)NC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4
7934,6604043,0,0,0,0,0,1,0,0,0,0,,0,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
7935,6604044,0,0,0,1,1,0,0,0,0,0,,0,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
7936,2998,0,1,0,1,1,0,1,0,1,0,,62,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
7937,6604045,0,1,0,1,0,1,0,1,0,1,,21,CC12CCC3C(C1CCC2(C#N)O)CCC4=CC5=NC6=NC7=CC=CC=C7N6C=C5CC34C
7938,6604046,0,0,1,0,0,0,0,0,0,0,,0,C1=CN(C(=O)NC1=O)CC(C(=O)O)N
7939,5684,0,0,0,1,1,0,0,0,0,0,,0,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4CCCCC4
7940,1433,0,0,0,0,0,1,0,0,0,0,,0,CC(=NCC1=CC=CC(=C1)CN)N
7941,405252,0,0,0,0,0,1,0,0,0,0,,0,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)C2=CC=CC3=C2C(=CC=C3)C1=O)CCCN4C(=O)C5=CC=CC6=C5C(=CC=C6)C4=O
